regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Norte;PA;;15;;;;2020-08-26;35;8602865;193564;1955;6097;19;;;
Norte;PA;;15;;;;2020-08-27;35;8602865;195297;1733;6102;5;;;
Norte;PA;;15;;;;2020-08-28;35;8602865;196874;1577;6106;4;;;
Norte;PA;;15;;;;2020-08-29;35;8602865;198246;1372;6109;3;;;
Norte;PA;;15;;;;2020-08-30;36;8602865;199171;925;6115;6;;;
Norte;PA;;15;;;;2020-08-31;36;8602865;199556;385;6146;31;;;
Norte;PA;;15;;;;2020-09-01;36;8602865;200985;1429;6176;30;;;
Norte;PA;;15;;;;2020-09-02;36;8602865;202436;1451;6201;25;;;
Norte;PA;;15;;;;2020-09-03;36;8602865;203969;1533;6215;14;;;
Norte;PA;;15;;;;2020-09-04;36;8602865;205291;1322;6228;13;;;
Norte;PA;;15;;;;2020-09-05;36;8602865;206864;1573;6240;12;;;
Norte;PA;;15;;;;2020-09-06;37;8602865;207638;774;6249;9;;;
Norte;PA;;15;;;;2020-09-07;37;8602865;208259;621;6257;8;;;
Norte;PA;;15;;;;2020-09-08;37;8602865;208560;301;6269;12;;;
Norte;PA;;15;;;;2020-09-09;37;8602865;209808;1248;6280;11;;;
Norte;PA;;15;;;;2020-09-10;37;8602865;211061;1253;6289;9;;;
Norte;PA;;15;;;;2020-09-11;37;8602865;212428;1367;6299;10;;;
Norte;PA;;15;;;;2020-09-12;37;8602865;213655;1227;6307;8;;;
Norte;PA;;15;;;;2020-09-13;38;8602865;214376;721;6344;37;;;
Norte;PA;;15;;;;2020-09-14;38;8602865;214806;430;6368;24;;;
Norte;PA;;15;;;;2020-09-15;38;8602865;216318;1512;6387;19;;;
Norte;PA;;15;;;;2020-09-16;38;8602865;217500;1182;6405;18;;;
Norte;PA;;15;;;;2020-09-17;38;8602865;218458;958;6421;16;;;
Norte;PA;;15;;;;2020-09-18;38;8602865;219220;762;6438;17;;;
Norte;PA;;15;;;;2020-09-19;38;8602865;220205;985;6451;13;;;
Norte;PA;;15;;;;2020-09-20;39;8602865;220519;314;6460;9;;;
Norte;PA;;15;;;;2020-09-21;39;8602865;220775;256;6468;8;;;
Norte;PA;;15;;;;2020-09-22;39;8602865;221639;864;6477;9;;;
Norte;PA;;15;;;;2020-09-23;39;8602865;223021;1382;6489;12;;;
Norte;PA;;15;;;;2020-09-24;39;8602865;224302;1281;6502;13;;;
Norte;PA;;15;;;;2020-09-25;39;8602865;225542;1240;6427;-75;;;
Norte;PA;;15;;;;2020-09-26;39;8602865;226826;1284;6534;107;;;
Norte;PA;;15;;;;2020-09-27;40;8602865;227756;930;6546;12;;;
Norte;PA;;15;;;;2020-09-28;40;8602865;228068;312;6551;5;;;
Norte;PA;;15;;;;2020-09-29;40;8602865;229175;1107;6560;9;;;
Norte;PA;;15;;;;2020-09-30;40;8602865;230449;1274;6573;13;;;
Norte;PA;;15;;;;2020-10-01;40;8602865;231743;1294;6582;9;;;
Norte;PA;;15;;;;2020-10-02;40;8602865;232803;1060;6585;3;;;
Norte;PA;;15;;;;2020-10-03;40;8602865;233802;999;6593;8;;;
Norte;PA;;15;;;;2020-10-04;41;8602865;234033;231;6600;7;;;
Norte;PA;;15;;;;2020-10-05;41;8602865;234129;96;6606;6;;;
Norte;PA;;15;;;;2020-10-06;41;8602865;234884;755;6614;8;;;
Norte;PA;;15;;;;2020-10-07;41;8602865;235948;1064;6623;9;;;
Norte;PA;;15;;;;2020-10-08;41;8602865;236830;882;6629;6;;;
Norte;PA;;15;;;;2020-10-09;41;8602865;237478;648;6636;7;;;
Norte;PA;;15;;;;2020-10-10;41;8602865;237925;447;6645;9;;;
Norte;PA;;15;;;;2020-10-11;42;8602865;237938;13;6654;9;;;
Norte;PA;;15;;;;2020-10-12;42;8602865;237958;20;6656;2;;;
Norte;PA;;15;;;;2020-10-13;42;8602865;237996;38;6657;1;;;
Norte;PA;;15;;;;2020-10-14;42;8602865;238835;839;6661;4;;;
Norte;PA;;15;;;;2020-10-15;42;8602865;239519;684;6667;6;;;
Norte;PA;;15;;;;2020-10-16;42;8602865;240223;704;6670;3;;;
Norte;PA;;15;;;;2020-10-17;42;8602865;240966;743;6676;6;;;
Norte;PA;;15;;;;2020-10-18;43;8602865;241242;276;6677;1;;;
Norte;PA;;15;;;;2020-10-19;43;8602865;241262;20;6682;5;;;
Norte;PA;;15;;;;2020-10-20;43;8602865;242129;867;6686;4;;;
Norte;PA;;15;;;;2020-10-21;43;8602865;243118;989;6690;4;;;
Norte;PA;;15;;;;2020-10-22;43;8602865;244229;1111;6697;7;;;
Norte;PA;;15;;;;2020-10-23;43;8602865;245278;1049;6704;7;;;
Norte;PA;;15;;;;2020-10-24;43;8602865;246605;1327;6717;13;;;
Norte;PA;;15;;;;2020-10-25;44;8602865;247388;783;6722;5;;;
Norte;PA;;15;;;;2020-10-26;44;8602865;248024;636;6725;3;;;
Norte;PA;;15;;;;2020-10-27;44;8602865;249235;1211;6729;4;;;
Norte;PA;;15;;;;2020-10-28;44;8602865;250336;1101;6733;4;;;
Norte;PA;;15;;;;2020-10-29;44;8602865;251292;956;6736;3;;;
Norte;PA;;15;;;;2020-10-30;44;8602865;252389;1097;6738;2;;;
Norte;PA;;15;;;;2020-10-31;44;8602865;252919;530;6743;5;;;
Norte;PA;;15;;;;2020-11-01;45;8602865;253080;161;6751;8;;;
Norte;PA;;15;;;;2020-11-02;45;8602865;253229;149;6758;7;;;
Norte;PA;;15;;;;2020-11-03;45;8602865;253449;220;6762;4;;;
Norte;PA;;15;;;;2020-11-04;45;8602865;254384;935;6767;5;;;
Norte;PA;;15;;;;2020-11-05;45;8602865;255369;985;6773;6;;;
Norte;PA;;15;;;;2020-11-06;45;8602865;256139;770;6779;6;;;
Norte;PA;;15;;;;2020-11-07;45;8602865;256898;759;6784;5;;;
Norte;PA;;15;;;;2020-11-08;46;8602865;257170;272;6790;6;;;
Norte;PA;;15;;;;2020-11-09;46;8602865;257372;202;6795;5;;;
Norte;PA;;15;;;;2020-11-10;46;8602865;258311;939;6799;4;;;
Norte;PA;;15;;;;2020-11-11;46;8602865;259189;878;6802;3;;;
Norte;PA;;15;;;;2020-11-12;46;8602865;260058;869;6806;4;;;
Norte;PA;;15;;;;2020-11-13;46;8602865;261131;1073;6808;2;;;
Norte;PA;;15;;;;2020-11-14;46;8602865;261534;403;6817;9;;;
Norte;PA;;15;;;;2020-11-15;47;8602865;261788;254;6827;10;;;
Norte;PA;;15;;;;2020-11-16;47;8602865;261899;111;6832;5;;;
Norte;PA;;15;;;;2020-11-17;47;8602865;262345;446;6838;6;;;
Norte;PA;;15;;;;2020-11-18;47;8602865;263155;810;6844;6;;;
Norte;PA;;15;;;;2020-11-19;47;8602865;263935;780;6851;7;;;
Norte;PA;;15;;;;2020-11-20;47;8602865;264810;875;6855;4;;;
Norte;PA;;15;;;;2020-11-21;47;8602865;265562;752;6861;6;;;
Norte;PA;;15;;;;2020-11-22;48;8602865;266008;446;6865;4;;;
Norte;PA;;15;;;;2020-11-23;48;8602865;266273;265;6871;6;;;
Norte;PA;;15;;;;2020-11-24;48;8602865;266780;507;6875;4;;;
Norte;PA;;15;;;;2020-11-25;48;8602865;267700;920;6880;5;;;
Norte;PA;;15;;;;2020-11-26;48;8602865;268524;824;6884;4;;;
Norte;PA;;15;;;;2020-11-27;48;8602865;269057;533;6892;8;;;
Norte;PA;;15;;;;2020-11-28;48;8602865;269870;813;6901;9;;;
Norte;PA;;15;;;;2020-11-29;49;8602865;270368;498;6907;6;;;
Norte;PA;;15;;;;2020-11-30;49;8602865;270548;180;6915;8;;;
Norte;PA;;15;;;;2020-12-01;49;8602865;271228;680;6918;3;;;
Norte;PA;;15;;;;2020-12-02;49;8602865;272125;897;6927;9;;;
Norte;PA;;15;;;;2020-12-03;49;8602865;273126;1001;6933;6;;;
Norte;PA;;15;;;;2020-12-04;49;8602865;273753;627;6939;6;;;
Norte;PA;;15;;;;2020-12-05;49;8602865;274545;792;6944;5;;;
Norte;PA;;15;;;;2020-12-06;50;8602865;275049;504;6950;6;;;
Norte;PA;;15;;;;2020-12-07;50;8602865;275551;502;6954;4;;;
Norte;PA;;15;;;;2020-12-08;50;8602865;276221;670;6959;5;;;
Norte;PA;;15;;;;2020-12-09;50;8602865;277020;799;6963;4;;;
Norte;PA;;15;;;;2020-12-10;50;8602865;278066;1046;6972;9;;;
Norte;PA;;15;;;;2020-12-11;50;8602865;278858;792;6980;8;;;
Norte;PA;;15;;;;2020-12-12;50;8602865;279600;742;6989;9;;;
Norte;PA;;15;;;;2020-12-13;51;8602865;280272;672;6998;9;;;
Norte;PA;;15;;;;2020-12-14;51;8602865;280714;442;7003;5;;;
Norte;PA;;15;;;;2020-12-15;51;8602865;281667;953;7013;10;;;
Norte;PA;;15;;;;2020-12-16;51;8602865;282719;1052;7018;5;;;
Norte;PA;;15;;;;2020-12-17;51;8602865;283839;1120;7035;17;;;
Norte;PA;;15;;;;2020-12-18;51;8602865;284774;935;7042;7;;;
Norte;PA;;15;;;;2020-12-19;51;8602865;285632;858;7051;9;;;
Norte;PA;;15;;;;2020-12-20;52;8602865;286130;498;7057;6;;;
Norte;PA;;15;;;;2020-12-21;52;8602865;286616;486;7063;6;;;
Norte;PA;;15;;;;2020-12-22;52;8602865;287535;919;7069;6;;;
Norte;PA;;15;;;;2020-12-23;52;8602865;288465;930;7078;9;;;
Norte;PA;;15;;;;2020-12-24;52;8602865;289348;883;7095;17;;;
Norte;PA;;15;;;;2020-12-25;52;8602865;289777;429;7108;13;;;
Norte;PA;;15;;;;2020-12-26;52;8602865;289795;18;7124;16;;;
Norte;PA;;15;;;;2020-12-27;53;8602865;290326;531;7130;6;;;
Norte;PA;;15;;;;2020-12-28;53;8602865;290821;495;7142;12;;;
Norte;PA;;15;;;;2020-12-29;53;8602865;291907;1086;7149;7;;;
Norte;PA;;15;;;;2020-12-30;53;8602865;292712;805;7169;20;;;
Norte;PA;;15;;;;2020-12-31;53;8602865;293540;828;7188;19;;;
Norte;PA;;15;;;;2021-01-01;53;8602865;293802;262;7199;11;;;
Norte;PA;;15;;;;2021-01-02;53;8602865;293807;5;7209;10;;;
Norte;PA;;15;;;;2021-01-03;1;8602865;294010;203;7217;8;;;
Norte;PA;;15;;;;2021-01-04;1;8602865;294224;214;7223;6;;;
Norte;PA;;15;;;;2021-01-05;1;8602865;295439;1215;7235;12;;;
Norte;PA;;15;;;;2021-01-06;1;8602865;296752;1313;7247;12;;;
Norte;PA;;15;;;;2021-01-07;1;8602865;297974;1222;7263;16;;;
Norte;PA;;15;;;;2021-01-08;1;8602865;299045;1071;7280;17;;;
Norte;PA;;15;;;;2021-01-09;1;8602865;300454;1409;7292;12;;;
Norte;PA;;15;;;;2021-01-10;2;8602865;301501;1047;7304;12;;;
Norte;PA;;15;;;;2021-01-11;2;8602865;302125;624;7315;11;;;
Norte;PA;;15;;;;2021-01-12;2;8602865;303512;1387;7339;24;;;
Norte;PA;;15;;;;2021-01-13;2;8602865;305012;1500;7349;10;;;
Norte;PA;;15;;;;2021-01-14;2;8602865;306029;1017;7366;17;;;
Norte;PA;;15;;;;2021-01-15;2;8602865;307520;1491;7376;10;;;
Norte;PA;;15;;;;2021-01-16;2;8602865;308936;1416;7388;12;;;
Norte;PA;;15;;;;2021-01-17;3;8602865;309526;590;7397;9;;;
Norte;PA;;15;;;;2021-01-18;3;8602865;309816;290;7412;15;;;
Norte;PA;;15;;;;2021-01-19;3;8602865;311063;1247;7427;15;;;
Norte;PA;;15;;;;2021-01-20;3;8602865;312632;1569;7434;7;;;
Norte;PA;;15;;;;2021-01-21;3;8602865;314119;1487;7458;24;;;
Norte;PA;;15;;;;2021-01-22;3;8602865;316176;2057;7470;12;;;
Norte;PA;;15;;;;2021-01-23;3;8602865;317876;1700;7487;17;;;
Norte;PA;;15;;;;2021-01-24;4;8602865;318777;901;7499;12;;;
Norte;PA;;15;;;;2021-01-25;4;8602865;319545;768;7530;31;;;
Norte;PA;;15;;;;2021-01-26;4;8602865;320894;1349;7544;14;;;
Norte;PA;;15;;;;2021-01-27;4;8602865;323290;2396;7552;8;;;
Norte;PA;;15;;;;2021-01-28;4;8602865;325562;2272;7564;12;;;
Norte;PA;;15;;;;2021-01-29;4;8602865;327281;1719;7578;14;;;
Norte;PA;;15;;;;2021-01-30;4;8602865;328800;1519;7618;40;;;
Norte;PA;;15;;;;2021-01-31;5;8602865;329306;506;7636;18;;;
Norte;PA;;15;;;;2021-02-01;5;8602865;329486;180;7655;19;;;
Norte;PA;;15;;;;2021-02-02;5;8602865;331163;1677;7669;14;;;
Norte;PA;;15;;;;2021-02-03;5;8602865;333052;1889;7685;16;;;
Norte;PA;;15;;;;2021-02-04;5;8602865;334704;1652;7695;10;;;
Norte;PA;;15;;;;2021-02-05;5;8602865;336453;1749;7717;22;;;
Norte;PA;;15;;;;2021-02-06;5;8602865;338047;1594;7762;45;;;
Norte;PA;;15;;;;2021-02-07;6;8602865;338670;623;7807;45;;;
Norte;PA;;15;;;;2021-02-08;6;8602865;339273;603;7824;17;;;
Norte;PA;;15;;;;2021-02-09;6;8602865;341050;1777;7854;30;;;
Norte;PA;;15;;;;2021-02-10;6;8602865;342482;1432;7864;10;;;
Norte;PA;;15;;;;2021-02-11;6;8602865;344363;1881;7874;10;;;
Norte;PA;;15;;;;2021-02-12;6;8602865;346146;1783;7924;50;;;
Norte;PA;;15;;;;2021-02-13;6;8602865;347500;1354;7984;60;;;
Norte;PA;;15;;;;2021-02-14;7;8602865;347963;463;7999;15;;;
Norte;PA;;15;;;;2021-02-15;7;8602865;348448;485;8019;20;;;
Norte;PA;;15;;;;2021-02-16;7;8602865;349671;1223;8064;45;;;
Norte;PA;;15;;;;2021-02-17;7;8602865;350338;667;8074;10;;;
Norte;PA;;15;;;;2021-02-18;7;8602865;351472;1134;8087;13;;;
Norte;PA;;15;;;;2021-02-19;7;8602865;353036;1564;8163;76;;;
Norte;PA;;15;;;;2021-02-20;7;8602865;354587;1551;8266;103;;;
Norte;PA;;15;;;;2021-02-21;8;8602865;355128;541;8278;12;;;
Norte;PA;;15;;;;2021-02-22;8;8602865;355745;617;8322;44;;;
Norte;PA;;15;;;;2021-02-23;8;8602865;357595;1850;8353;31;;;
Norte;PA;;15;;;;2021-02-24;8;8602865;359289;1694;8383;30;;;
Norte;PA;;15;;;;2021-02-25;8;8602865;360629;1340;8435;52;;;
Norte;PA;;15;;;;2021-02-26;8;8602865;362488;1859;8519;84;;;
Norte;PA;;15;;;;2021-02-27;8;8602865;363916;1428;8577;58;;;
Norte;PA;;15;;;;2021-02-28;9;8602865;364643;727;8591;14;;;
Norte;PA;;15;;;;2021-03-01;9;8602865;365411;768;8643;52;;;
Norte;PA;;15;;;;2021-03-02;9;8602865;366613;1202;8675;32;;;
Norte;PA;;15;;;;2021-03-03;9;8602865;368310;1697;8709;34;;;
Norte;PA;;15;;;;2021-03-04;9;8602865;369880;1570;8757;48;;;
Norte;PA;;15;;;;2021-03-05;9;8602865;371227;1347;8819;62;;;
Norte;PA;;15;;;;2021-03-06;9;8602865;372488;1261;8875;56;;;
Norte;PA;;15;;;;2021-03-07;10;8602865;373041;553;8930;55;;;
Norte;PA;;15;;;;2021-03-08;10;8602865;373643;602;8968;38;;;
Norte;PA;;15;;;;2021-03-09;10;8602865;374931;1288;9008;40;;;
Norte;PA;;15;;;;2021-03-10;10;8602865;377051;2120;9084;76;;;
Norte;PA;;15;;;;2021-03-11;10;8602865;379196;2145;9171;87;;;
Norte;PA;;15;;;;2021-03-12;10;8602865;380924;1728;9244;73;;;
Norte;PA;;15;;;;2021-03-13;10;8602865;382212;1288;9290;46;;;
Norte;PA;;15;;;;2021-03-14;11;8602865;382872;660;9329;39;;;
Norte;PA;;15;;;;2021-03-15;11;8602865;383704;832;9374;45;;;
Norte;PA;;15;;;;2021-03-16;11;8602865;385536;1832;9427;53;;;
Norte;PA;;15;;;;2021-03-17;11;8602865;387960;2424;9499;72;;;
Norte;PA;;15;;;;2021-03-18;11;8602865;390874;2914;9634;135;;;
Norte;PA;;15;;;;2021-03-19;11;8602865;393675;2801;9682;48;;;
Norte;PA;;15;;;;2021-03-20;11;8602865;396302;2627;9742;60;;;
Norte;PA;;15;;;;2021-03-21;12;8602865;397224;922;9796;54;;;
Norte;PA;;15;;;;2021-03-22;12;8602865;397829;605;9837;41;;;
Norte;PA;;15;;;;2021-03-23;12;8602865;400523;2694;9899;62;;;
Norte;PA;;15;;;;2021-03-24;12;8602865;403353;2830;9971;72;;;
Norte;PA;;15;;;;2021-03-25;12;8602865;406050;2697;10011;40;;;
Norte;PA;;15;;;;2021-03-26;12;8602865;408924;2874;10111;100;;;
Norte;PA;;15;;;;2021-03-27;12;8602865;411363;2439;10192;81;;;
Norte;PA;;15;;;;2021-03-28;13;8602865;412122;759;10252;60;;;
Norte;PA;;15;;;;2021-03-29;13;8602865;412742;620;10313;61;;;
Norte;PA;;15;;;;2021-03-30;13;8602865;414986;2244;10375;62;;;
Norte;PA;;15;;;;2021-03-31;13;8602865;417523;2537;10426;51;;;
Norte;PA;;15;;;;2021-04-01;13;8602865;420372;2849;10503;77;;;
Norte;PA;;15;;;;2021-04-02;13;8602865;421966;1594;10619;116;;;
Norte;PA;;15;;;;2021-04-03;13;8602865;422442;476;10693;74;;;
Norte;PA;;15;;;;2021-04-04;14;8602865;422995;553;10727;34;;;
Norte;PA;;15;;;;2021-04-05;14;8602865;423691;696;10778;51;;;
Norte;PA;;15;;;;2021-04-06;14;8602865;426204;2513;10825;47;;;
Norte;PA;;15;;;;2021-04-07;14;8602865;428880;2676;10880;55;;;
Norte;PA;;15;;;;2021-04-08;14;8602865;431636;2756;10975;95;;;
Norte;PA;;15;;;;2021-04-09;14;8602865;434386;2750;11062;87;;;
Norte;PA;;15;;;;2021-04-10;14;8602865;437092;2706;11143;81;;;
Norte;PA;;15;;;;2021-04-11;15;8602865;437805;713;11200;57;;;
Norte;PA;;15;;;;2021-04-12;15;8602865;438251;446;11251;51;;;
Norte;PA;;15;;;;2021-04-13;15;8602865;440950;2699;11328;77;;;
Norte;PA;;15;;;;2021-04-14;15;8602865;443191;2241;11443;115;;;
Norte;PA;;15;;;;2021-04-15;15;8602865;445864;2673;11555;112;;;
Norte;PA;;15;;;;2021-04-16;15;8602865;448256;2392;11635;80;;;
Norte;PA;;15;;;;2021-04-17;15;8602865;450277;2021;11751;116;;;
Norte;PA;;15;;;;2021-04-18;16;8602865;450872;595;11866;115;;;
Norte;PA;;15;;;;2021-04-19;16;8602865;451192;320;11900;34;;;
Norte;PA;;15;;;;2021-04-20;16;8602865;453979;2787;12019;119;;;
Norte;PA;;15;;;;2021-04-21;16;8602865;456628;2649;12165;146;;;
Norte;PA;;15;;;;2021-04-22;16;8602865;457961;1333;12263;98;;;
Norte;PA;;15;;;;2021-04-23;16;8602865;460306;2345;12354;91;;;
Norte;PA;;15;;;;2021-04-24;16;8602865;462294;1988;12442;88;;;
Norte;PA;;15;;;;2021-04-25;17;8602865;462843;549;12504;62;;;
Norte;PA;;15;;;;2021-04-26;17;8602865;462976;133;12572;68;;;
Norte;PA;;15;;;;2021-04-27;17;8602865;464068;1092;12664;92;;;
Norte;PA;;15;;;;2021-04-28;17;8602865;466894;2826;12794;130;;;
Norte;PA;;15;;;;2021-04-29;17;8602865;469524;2630;12884;90;;;
Norte;PA;;15;;;;2021-04-30;17;8602865;471559;2035;12981;97;;;
Norte;PA;;15;;;;2021-05-01;17;8602865;472986;1427;13083;102;;;
Norte;AP;;16;;;;2020-02-25;9;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-02-26;9;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-02-27;9;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-02-28;9;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-02-29;9;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-01;10;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-02;10;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-03;10;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-04;10;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-05;10;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-06;10;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-07;10;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-08;11;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-09;11;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-10;11;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-11;11;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-12;11;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-13;11;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-14;11;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-15;12;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-16;12;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-17;12;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-18;12;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-19;12;845731;0;0;0;0;;;
Norte;AP;;16;;;;2020-03-20;12;845731;1;1;0;0;;;
Norte;AP;;16;;;;2020-03-21;12;845731;1;0;0;0;;;
Norte;AP;;16;;;;2020-03-22;13;845731;1;0;0;0;;;
Norte;AP;;16;;;;2020-03-23;13;845731;1;0;0;0;;;
Norte;AP;;16;;;;2020-03-24;13;845731;1;0;0;0;;;
Norte;AP;;16;;;;2020-03-25;13;845731;1;0;0;0;;;
Norte;AP;;16;;;;2020-03-26;13;845731;2;1;0;0;;;
Norte;AP;;16;;;;2020-03-27;13;845731;2;0;0;0;;;
Norte;AP;;16;;;;2020-03-28;13;845731;4;2;0;0;;;
Norte;AP;;16;;;;2020-03-29;14;845731;4;0;0;0;;;
Norte;AP;;16;;;;2020-03-30;14;845731;8;4;0;0;;;
Norte;AP;;16;;;;2020-03-31;14;845731;10;2;0;0;;;
Norte;AP;;16;;;;2020-04-01;14;845731;11;1;0;0;;;
Norte;AP;;16;;;;2020-04-02;14;845731;11;0;0;0;;;
Norte;AP;;16;;;;2020-04-03;14;845731;19;8;0;0;;;
Norte;AP;;16;;;;2020-04-04;14;845731;28;9;1;1;;;
Norte;AP;;16;;;;2020-04-05;15;845731;29;1;2;1;;;
Norte;AP;;16;;;;2020-04-06;15;845731;34;5;2;0;;;
Norte;AP;;16;;;;2020-04-07;15;845731;48;14;2;0;;;
Norte;AP;;16;;;;2020-04-08;15;845731;107;59;2;0;;;
Norte;AP;;16;;;;2020-04-09;15;845731;128;21;2;0;;;
Norte;AP;;16;;;;2020-04-10;15;845731;166;38;2;0;;;
Norte;AP;;16;;;;2020-04-11;15;845731;193;27;3;1;;;
Norte;AP;;16;;;;2020-04-12;16;845731;230;37;5;2;;;
Norte;AP;;16;;;;2020-04-13;16;845731;242;12;5;0;;;
Norte;AP;;16;;;;2020-04-14;16;845731;307;65;6;1;;;
Norte;AP;;16;;;;2020-04-15;16;845731;334;27;7;1;;;
Norte;AP;;16;;;;2020-04-16;16;845731;362;28;9;2;;;
Norte;AP;;16;;;;2020-04-17;16;845731;370;8;10;1;;;
Norte;AP;;16;;;;2020-04-18;16;845731;393;23;10;0;;;
Norte;AP;;16;;;;2020-04-19;17;845731;416;23;11;1;;;
Norte;AP;;16;;;;2020-04-20;17;845731;433;17;13;2;;;
Norte;AP;;16;;;;2020-04-21;17;845731;457;24;13;0;;;
Norte;AP;;16;;;;2020-04-22;17;845731;479;22;14;1;;;
Norte;AP;;16;;;;2020-04-23;17;845731;548;69;16;2;;;
Norte;AP;;16;;;;2020-04-24;17;845731;633;85;18;2;;;
Norte;AP;;16;;;;2020-04-25;17;845731;685;52;19;1;;;
Norte;AP;;16;;;;2020-04-26;18;845731;798;113;21;2;;;
Norte;AP;;16;;;;2020-04-27;18;845731;842;44;26;5;;;
Norte;AP;;16;;;;2020-04-28;18;845731;918;76;28;2;;;
Norte;AP;;16;;;;2020-04-29;18;845731;1016;98;31;3;;;
Norte;AP;;16;;;;2020-04-30;18;845731;1080;64;34;3;;;
Norte;AP;;16;;;;2020-05-01;18;845731;1121;41;37;3;;;
Norte;AP;;16;;;;2020-05-02;18;845731;1187;66;40;3;;;
Norte;AP;;16;;;;2020-05-03;19;845731;1482;295;43;3;;;
Norte;AP;;16;;;;2020-05-04;19;845731;1733;251;49;6;;;
Norte;AP;;16;;;;2020-05-05;19;845731;1931;198;55;6;;;
Norte;AP;;16;;;;2020-05-06;19;845731;2046;115;56;1;;;
Norte;AP;;16;;;;2020-05-07;19;845731;2199;153;61;5;;;
Norte;AP;;16;;;;2020-05-08;19;845731;2322;123;66;5;;;
Norte;AP;;16;;;;2020-05-09;19;845731;2493;171;69;3;;;
Norte;AP;;16;;;;2020-05-10;20;845731;2613;120;72;3;;;
Norte;AP;;16;;;;2020-05-11;20;845731;2671;58;73;1;;;
Norte;AP;;16;;;;2020-05-12;20;845731;2910;239;86;13;;;
Norte;AP;;16;;;;2020-05-13;20;845731;3005;95;94;8;;;
Norte;AP;;16;;;;2020-05-14;20;845731;3428;423;101;7;;;
Norte;AP;;16;;;;2020-05-15;20;845731;3630;202;103;2;;;
Norte;AP;;16;;;;2020-05-16;20;845731;3834;204;108;5;;;
Norte;AP;;16;;;;2020-05-17;21;845731;3952;118;119;11;;;
Norte;AP;;16;;;;2020-05-18;21;845731;4023;71;127;8;;;
Norte;AP;;16;;;;2020-05-19;21;845731;4310;287;136;9;;;
Norte;AP;;16;;;;2020-05-20;21;845731;4549;239;142;6;;;
Norte;AP;;16;;;;2020-05-21;21;845731;5188;639;151;9;;;
Norte;AP;;16;;;;2020-05-22;21;845731;5655;467;157;6;;;
Norte;AP;;16;;;;2020-05-23;21;845731;6091;436;162;5;;;
Norte;AP;;16;;;;2020-05-24;22;845731;6353;262;163;1;;;
Norte;AP;;16;;;;2020-05-25;22;845731;6584;231;168;5;;;
Norte;AP;;16;;;;2020-05-26;22;845731;6967;383;173;5;;;
Norte;AP;;16;;;;2020-05-27;22;845731;7619;652;183;10;;;
Norte;AP;;16;;;;2020-05-28;22;845731;8152;533;198;15;;;
Norte;AP;;16;;;;2020-05-29;22;845731;8469;317;207;9;;;
Norte;AP;;16;;;;2020-05-30;22;845731;9313;844;215;8;;;
Norte;AP;;16;;;;2020-05-31;23;845731;9602;289;222;7;;;
Norte;AP;;16;;;;2020-06-01;23;845731;9890;288;228;6;;;
Norte;AP;;16;;;;2020-06-02;23;845731;10511;621;237;9;;;
Norte;AP;;16;;;;2020-06-03;23;845731;11107;596;247;10;;;
Norte;AP;;16;;;;2020-06-04;23;845731;11551;444;254;7;;;
Norte;AP;;16;;;;2020-06-05;23;845731;12327;776;260;6;;;
Norte;AP;;16;;;;2020-06-06;23;845731;12773;446;269;9;;;
Norte;AP;;16;;;;2020-06-07;24;845731;13045;272;272;3;;;
Norte;AP;;16;;;;2020-06-08;24;845731;13294;249;278;6;;;
Norte;AP;;16;;;;2020-06-09;24;845731;13771;477;285;7;;;
Norte;AP;;16;;;;2020-06-10;24;845731;14623;852;289;4;;;
Norte;AP;;16;;;;2020-06-11;24;845731;15166;543;303;14;;;
Norte;AP;;16;;;;2020-06-12;24;845731;15683;517;312;9;;;
Norte;AP;;16;;;;2020-06-13;24;845731;16322;639;319;7;;;
Norte;AP;;16;;;;2020-06-14;25;845731;16512;190;324;5;;;
